Start Date,End Date,Time,Location,Target,Weapons,Reported_Minimum,Reported_Maximum
7-Aug-07,7-Aug-07,,"Yousefea Highway, Baghdad","civilian vehicle hit or shot by US forces, man killed",US gunfire or collision with armoured vehicle,1,1
2-Aug-07,7-Aug-07,6:00 PM - 11:15 PM,Baghdad?,"father and children driving to visit their uncle, father killed, son wounded",US gunfire,1,1
7-Aug-07,7-Aug-07,,Abu Graib Highway,"vehicle hit by US convoy, father and son killed",collision with armoured vehicle,2,2
7-Aug-07,7-Aug-07,4:50 AM,"ASR Golden, 12km NE of COP Golden, north of Ramadi","possibly US patrol, civilians in a flat bed truck also hit",roadside bomb,2,2
7-Aug-07,7-Aug-07,11:00 PM,Basrah,,gunfire,1,2
7-Aug-07,7-Aug-07,7:00 PM,"MSR Tampa, Tikrit",civilians at a checkpoint,gunfire,1,1
7-Aug-07,7-Aug-07,7:00 AM,"Sarihah Bridge, south of Tuz","body of an unidentified man found, apparently dragged from his vegetable truck and shot in the head, body taken to Kirkuk Hospital","gunfire, executed",1,1
7-Aug-07,7-Aug-07,7:00 PM,"Al Khwalis village, Khalis","civilians hit by random small arms fire, Mahdi Jassim killed, two others injured",gunfire,1,1
7-Aug-07,7-Aug-07,11:15 AM - 3:40 PM,"Route Jack Hammer & Route Anvil intersection, Mosul",,propane tank IED,1,1
6-Aug-07,6-Aug-07,,"Ghadir, east Baghdad",,bomb,2,2
5-Aug-07,6-Aug-07,,Sharqat,soldiers travelling home abducted and found shot dead,"gunfire, executed",5,5
6-Aug-07,6-Aug-07,AM,"Dhuluiya, near Balad",,mortar rounds or US helicopter fire,6,6
6-Aug-07,6-Aug-07,,"Qubbak, northeast of Tal Afar","'Shiite Turkmen village of Qubbak', 6 miles northeast of Tal Afar",suicide truck bomb,32,33
6-Aug-07,6-Aug-07,,"Gatoon, west Baquba",bodies of two women found shot dead,gunfire,2,2
6-Aug-07,6-Aug-07,7:30 AM,"Jisr Diyala, Baghdad",street cleaners and bus station,roadside bomb,9,9
6-Aug-07,6-Aug-07,,western Mosul,civilians killed in separate incidents received by Mosul city morgue,,7,7
6-Aug-07,6-Aug-07,PM,"Qarhanjeer village, east Kirkuk",body found of a taxi driver kidnapped five days earlier,executed,1,1
6-Aug-07,6-Aug-07,,"al-Baath neighborhood, central Falluja",police patrol,roadside bomb,1,1
6-Aug-07,6-Aug-07,AM,"al-Moualemeen neighborhood, central Karbala","Batoul Mohammad, chairwoman of al-Batoul organization for humanitarian aid, in front of her house",gunfire,1,1
6-Aug-07,6-Aug-07,,downtown Baghdad,"detonated behind a bank, in an apparent robbery attempt",bomb,1,1
6-Aug-07,6-Aug-07,PM,central Basra,civilians or 'IED emplacers',UK gunfire,0,3
6-Aug-07,6-Aug-07,6:00 AM,"Baradha'iya district, southeast Basrah","British military compound, house hit",Katyusha rocket,1,1
4-Aug-07,6-Aug-07,,north of Khanaqeen,"body of Sara Ja'far Ni'ma, a female student found",found with burns,1,1
6-Aug-07,6-Aug-07,PM,"Saidiya, Baghdad",bodyguard of MP Salih Al-Mutlag,gunfire,1,1
5-Aug-07,6-Aug-07,,"Al-A'zamiyah, Baghdad",Iraqi soldier and brother,gunfire,1,1
6-Aug-07,6-Aug-07,,"Ghazaliyah, Baghdad",bodies found,-,2,2
6-Aug-07,6-Aug-07,,"Jamiaa, Baghdad",bodies found,-,1,1
6-Aug-07,6-Aug-07,,"Saidiyah, Baghdad",bodies found,-,2,2
6-Aug-07,6-Aug-07,,"Bayaa, Baghdad",bodies found,-,4,4
6-Aug-07,6-Aug-07,,"Amil, Baghdad",bodies found,-,4,4
6-Aug-07,6-Aug-07,,"Sadr City, Baghdad",bodies found,-,2,2
6-Aug-07,6-Aug-07,,"Madaen, Baghdad",bodies found,-,2,2
6-Aug-07,6-Aug-07,,"Doura, Baghdad",bodies found,-,2,2
6-Aug-07,6-Aug-07,8:26 AM,"ASR Cherry, Tall Jalaw, south of Kirkuk",family vehicle that 'came under attack after failing to stop' for a US patrol,US gunfire,1,1
6-Aug-07,6-Aug-07,3:28 PM,"near FOB Rustamiyah, Al Sadr area, east Baghdad","civilian vehicle speeding toward a cordoned area, passenger killed",US gunfire,1,1
6-Aug-07,6-Aug-07,9:40 AM,Basrah,,gunfire,1,1
6-Aug-07,6-Aug-07,3:30 PM,Basrah,"body found shot 20 times, a note on the body accused the victim of being a 'traitor'","gunfire, executed",1,1
6-Aug-07,6-Aug-07,10:00 AM,Tikrit,unidentified corpse found,murdered,1,1
5-Aug-07,6-Aug-07,11:35 AM,Balad Ruz,"Hashim Mohammad Abid Al Majid, a worker at Karkoush Base",gunfire,1,1
6-Aug-07,6-Aug-07,6:26 AM,west Baqubah,"US forces conducting a cordon and search of an abandoned house, Iraqi interpreter also killed",improvised explosive device at house,1,1
6-Aug-07,6-Aug-07,9:00 AM,north of Baqubah,body found at a weapons cache site by US forces,murdered,1,1
6-Aug-07,6-Aug-07,11:27 AM,"south of Abarra, near Baqubah",detonated at the house of a local farmer,improvised explosive device,1,1
6-Aug-07,6-Aug-07,5:40 PM,"near CP 163, Abarrah, near Baqubah","body found floating in a canal, shot several times in the head and neck cut, sent to Baqubah General Hospital","gunfire, throat cut",1,1
6-Aug-07,6-Aug-07,7:00 PM,"Mijana village, near FOB Hamrin, south of Jalula","body of an unidentified male found shot dead, taken to Jalula Hospital",gunfire,1,1
4-Aug-07,5-Aug-07,,"al-Hafriyah, 130 km north of Kut","Sheikh Khudhair Raheem, tribal chief",gunfire,1,1
5-Aug-07,5-Aug-07,,Latifiya,police patrol,roadside bomb,1,1
5-Aug-07,5-Aug-07,7:00-8:00 AM,"Al-Fadhiliya, east Baghdad",people queuing at petrol station,mortar rounds,13,13
5-Aug-07,5-Aug-07,AM,between Riadh and Hawijah,"Sabah Jassim and Ali Nashmi, kidnapped men","gunfire, executed, tortured",2,2
5-Aug-07,5-Aug-07,1:30 PM,Mahmudiya,,car bomb,1,2
5-Aug-07,5-Aug-07,,Baquba,"bodies  found shot, tortured","gunfire, executed, tortured",60,60
5-Aug-07,5-Aug-07,,central Basra,"pharmacist in his car, in a marketplace",gunfire,1,1
5-Aug-07,5-Aug-07,,central Basra,"man killed, his son injured",mortar rounds,1,1
5-Aug-07,5-Aug-07,,"Faisaliya, Karama and Intisar neighborhoods, east Mosul","bodies found, including two children","tortured, executed",5,6
5-Aug-07,5-Aug-07,,"Khadhra district, western Baghdad",mosque imam and his two sons,drive-by shooting,1,1
5-Aug-07,5-Aug-07,PM,"near Nazzal neighbourhood, Falluja","police patrol, civilian killed",roadside bomb,1,1
5-Aug-07,5-Aug-07,,Mosul,"Mohammed Abdul Salam, a 25 year old Kurd citizen",gunfire,1,1
5-Aug-07,5-Aug-07,PM,"Nadir Thaniya district, Hilla",policeman,drive-by shooting,1,1
5-Aug-07,5-Aug-07,PM,Hawija-Kirkuk motorway,woman and child in a pick up car,gunfire,1,1
5-Aug-07,5-Aug-07,,"Bayaa, Baghdad",bodies found shot dead,"gunfire, executed",3,3
5-Aug-07,5-Aug-07,,"Amil, Baghdad",bodies found shot dead,"gunfire, executed",3,3
5-Aug-07,5-Aug-07,,"Saidiya, Baghdad",bodies found shot dead,"gunfire, executed",2,2
5-Aug-07,5-Aug-07,,"Ma'moon, Baghdad",bodies found shot dead,"gunfire, executed",2,2
5-Aug-07,5-Aug-07,,"Kadhemiyah, Baghdad",bodies found shot dead,"gunfire, executed",2,2
5-Aug-07,5-Aug-07,,"Hurriyah, Baghdad",bodies of two women found shot dead,"gunfire, executed",2,2
5-Aug-07,5-Aug-07,,"Sha'ab, Baghdad",bodies found shot dead,"gunfire, executed",1,1
5-Aug-07,5-Aug-07,,"Ur, Baghdad",bodies found shot dead,"gunfire, executed",1,1
5-Aug-07,5-Aug-07,,"Sadr City, Baghdad",bodies found shot dead,"gunfire, executed",1,1
5-Aug-07,5-Aug-07,,"Fadhil, Baghdad",bodies found shot dead,"gunfire, executed",1,1
5-Aug-07,5-Aug-07,8:00 AM,"Al Barathaiyah area, Basrah","unidentified body found tortured, hands tied and shot in the neck","gunfire, tortured, executed",1,1
5-Aug-07,5-Aug-07,2:00 PM,Basrah,"Iraqi female killed, another injured",gunfire,1,1
5-Aug-07,5-Aug-07,12:00 PM,Salah al-Din area,unidentified male body found shot in the head,,1,1
5-Aug-07,5-Aug-07,1:05 PM,Baqubah,body found shot five times in the head,gunfire,1,1
4-Aug-07,4-Aug-07,,"Abo Ghraib, west Baghdad",,mortar rounds,1,1
4-Aug-07,4-Aug-07,8:40 AM,"Al Saidiyah, Baghdad",near minibus,roadside bomb,1,1
4-Aug-07,4-Aug-07,PM,"Al Jamia'a, west Baghdad",Dr. Isam Basher Hindi,drive-by shooting,1,1
4-Aug-07,4-Aug-07,,"Ubaidi, southeast Baghdad",,US gunfire,1,1
4-Aug-07,4-Aug-07,AM,"Bab Al Muatham, Baghdad","Iraqi army patrol, civilian killed",roadside bomb,1,1
4-Aug-07,4-Aug-07,,Kirkuk,"Lieutenant Colonel Ismail Salam Khalaf, 'deputy director of provincial security '",drive-by shooting,1,1
4-Aug-07,4-Aug-07,7:00 PM,"Kheder, Iskandariya",mourners at policeman's funeral,mortar round,1,1
4-Aug-07,4-Aug-07,PM,"Jisr Diyala/Al-Wadiyah, southeast Baghdad",residential area hit,mortar rounds,2,2
4-Aug-07,4-Aug-07,early AM,Nahdha neighbourhood of Diwaniya,'five family members' or 'extremist group' members,US helicopter bombardment of their house,2,5
4-Aug-07,4-Aug-07,,"Jbala area, northern Babil","bodies found, one a mentally disabled young man",gunfire,2,2
4-Aug-07,4-Aug-07,,Tellaafer,queue at a petrol filling station,suicide car bomb,1,2
4-Aug-07,4-Aug-07,,"Ghazaliya, western Baghdad",,mortar shell,1,1
4-Aug-07,4-Aug-07,,Mahaweel,"bodies  found shot, tortured","gunfire, executed, tortured",1,3
4-Aug-07,4-Aug-07,,"Saidiyah, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",5,5
4-Aug-07,4-Aug-07,,"Amil, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",3,3
4-Aug-07,4-Aug-07,,"Bayaa, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",3,3
4-Aug-07,4-Aug-07,,"Doura, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",2,2
4-Aug-07,4-Aug-07,,"Jihad, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",2,2
4-Aug-07,4-Aug-07,,"Eskan, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
4-Aug-07,4-Aug-07,,"Shoala, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
4-Aug-07,4-Aug-07,,"Mansour, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
4-Aug-07,4-Aug-07,,New Baghdad,"bodies found shot, tortured","gunfire, executed, tortured",1,1
4-Aug-07,4-Aug-07,,"Obeidi, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
4-Aug-07,4-Aug-07,,"Sleikh, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
4-Aug-07,4-Aug-07,4:45 PM,Fallujah,"body found in an abandoned storage building, hands tied and shot, at first stages of decomposition","gunfire, executed",1,1
4-Aug-07,4-Aug-07,9:00 PM,"Al Mashraq area, Basrah",body found of Farzadaq Dawoud Salman Shallal Al Saadoun,murdered,1,1
4-Aug-07,4-Aug-07,10:00 PM,"Muhammad Al Qasim Highway, Basrah",bodies found with signs of torture,"tortured, executed",2,2
4-Aug-07,4-Aug-07,10:00 PM,"Al Maqal area, Basrah",unidentified body found shot in the head,gunfire,1,1
4-Aug-07,4-Aug-07,9:30 AM,Muqdadiyah,"Sunni female named Marooa Jasim Al Azaoy, killed by 'random small arms fire'",gunfire,1,1
4-Aug-07,4-Aug-07,9:37 AM,"Route Blue Babes, north of Baqubah",bodies next to a bullet-riddled sedan found by US forces,gunfire,2,2
3-Aug-07,4-Aug-07,PM,"near Route Jenna & 12th Street intersection, Mufrek, Baqubah","a muhktar named Emad Eshab, shot and later died of wounds at hospital",gunfire,1,1
4-Aug-07,4-Aug-07,11:45 PM,"near Boob Al Sham, north of Baghdad",bodies of a male and female found with multiple gunshot wounds near an Iraqi Police checkpoint,gunfire,2,2
3-Aug-07,3-Aug-07,,"Haswa, near Iskandariyah",,drive-by shooting,1,1
2-Aug-07,3-Aug-07,overnight,"Badosh prison, west Mosul",detainee shot dead during riot or while attempting to escape,gunfire,1,1
3-Aug-07,3-Aug-07,,"Sleikh, north Baghdad",bodies found shot dead,"gunfire, executed",3,3
3-Aug-07,3-Aug-07,,"Hay Ur, north Baghdad",bodies found shot dead,"gunfire, executed",1,1
3-Aug-07,3-Aug-07,,"Sadr City, northeast Baghdad",bodies  found shot dead,"gunfire, executed",1,1
3-Aug-07,3-Aug-07,,"Saidiya, south Baghdad",bodies found shot dead,"gunfire, executed",3,3
3-Aug-07,3-Aug-07,,"Bayaa, south Baghdad",bodies found shot dead,"gunfire, executed",2,2
3-Aug-07,3-Aug-07,,"Amil, south Baghdad",bodies found shot dead,"gunfire, executed",2,2
3-Aug-07,3-Aug-07,,"Hay al-Jihad, west Baghdad",bodies found shot dead,"gunfire, executed",1,1
3-Aug-07,3-Aug-07,,Baghdad,bodies found,,4,4
3-Aug-07,3-Aug-07,10:30 AM,2 km north of Amiriyah,bodies found in mass grave,-,8,8
3-Aug-07,3-Aug-07,8:57 PM,4.5km NW of Rutbah,"'bus that was entering the desert via the access ramp', one dies of wounds at Rutbah Hospital",roadside bomb,1,1
3-Aug-07,3-Aug-07,12:01 AM,Basrah,Salah Najim Abdullah,9mm gunfire,1,1
3-Aug-07,3-Aug-07,10:30 PM,Basrah,"Adnan Khadum Ashoor Al Seimari, shot three times in the head",9mm gunfire,1,1
3-Aug-07,3-Aug-07,7:30 AM,Muqdadiyah,"body of Sunni civilian Abass Mahmood Awad found shot in the stomach, body taken to Muqdadiyah Hospital",gunfire,1,1
3-Aug-07,3-Aug-07,11:50 AM,Muqdadiyah,"Sunni civilian named Khazal Hamed Mohammed Al Kerowy, body taken to Muqdadiyah Hospital",gunfire,1,1
3-Aug-07,3-Aug-07,10:30 AM,"near Route Porsche, Mosul","body found by Iraqi Police, taken to Al Jamhouriya Hospital",murdered,1,1
3-Aug-07,3-Aug-07,5:55 PM,"Route Santa Fe West, Mosul","IED found attached to two unidentified bodies, one or both decapitated","murdered, beheaded",2,2
2-Aug-07,2-Aug-07,5:00 PM,"near college of administartion and economics, Adhamiya, Baghdad",,roadside bomb,1,1
2-Aug-07,2-Aug-07,PM,"Al-Sadoun Street, Baghdad","'Qasim Hasan al-Jobouri, Director General of Administration and Finance at the Ministry of Industry'",drive-by shooting,1,1
2-Aug-07,2-Aug-07,PM,"Yarmouk, Baghdad",Islamic Party headquarters,mortar rounds,3,3
2-Aug-07,2-Aug-07,10:45 AM,"Dawret al-Mustashfa, west Mosul",,mortar rounds,1,1
2-Aug-07,2-Aug-07,,"Al-Hayy al-Sinaie, Al-Wahda, south Baghdad","Hadi al-Mayahi, Shiite employee in the local branch of the trade ministry","gunfire, executed",1,1
2-Aug-07,2-Aug-07,,"Al-Hussein, central Balad",residential area hit,mortar rounds,1,1
2-Aug-07,2-Aug-07,11:30 AM,"Hibhib, near Baquba",potential police recruits at police centre,suicide car bomb,7,13
2-Aug-07,2-Aug-07,AM,"on poultry farm, Arab Shawkat, Hibhib",kidnapped workers from Saadiyat Al-Shatt,"gunfire, executed, tortured",14,14
2-Aug-07,2-Aug-07,10:00 PM,"Al Nasar, Najaf","Fadhil al Aqil, aide to Grand Ayatollah Sayyid Ali al-Sistani",drive-by shooting,1,1
2-Aug-07,2-Aug-07,11:00 PM,"Al Askari and Al-Shuhadaa, Khan Bani Saad",residential area hit,mortar rounds,2,2
1-Aug-07,2-Aug-07,,"near Al-Yourgon, between Kirkuk and Rashad","5 sons of Mahmoud Waka'a al-Jibouri, all painters","gunfire, executed",5,5
2-Aug-07,2-Aug-07,AM,"Jbela, 65 km south of Baghdad",clashes between Al-Masoud tribesmen and gunmen,gunfire,3,3
2-Aug-07,2-Aug-07,AM,Baghdad,"Louay Hakki, Dep. Director, Iraqi Central Organization for Statistics and Information Technology",gunfire,1,1
2-Aug-07,2-Aug-07,,"Al-Qadesiya area, Kirkuk",police Lieutenant Colonel,drive-by shooting,0,1
2-Aug-07,2-Aug-07,,Baiji,residential area,mortars,3,3
2-Aug-07,2-Aug-07,,"al-Sink marketplace, near Sahet al-Khelani, central Baghdad",civilian in a marketplace,sniper fire,1,1
2-Aug-07,2-Aug-07,PM,Talafar,detonated near Talafar youth centre,car bomb,2,2
2-Aug-07,2-Aug-07,,near Kut,policeman Hisham Raheem who guarded installations,gunfire,1,1
2-Aug-07,2-Aug-07,,Kirkuk,,bomb placed in a garbage bag,4,4
1-Aug-07,2-Aug-07,overnight,"Beshkan, east of Dhilu‰Ûªiya",US raid on village,US gunfire,1,1
2-Aug-07,2-Aug-07,,"Rashad village, between Kirkuk and Tikrit",farmer driving through Rashad village,bomb on the pavement,1,1
2-Aug-07,2-Aug-07,,"Amil, Baghdad",bodies found,most shot and tortured,4,4
2-Aug-07,2-Aug-07,,"Bayaa, Baghdad",bodies found,most shot and tortured,4,4
2-Aug-07,2-Aug-07,,"Kadhimiya, Baghdad",bodies found,most shot and tortured,2,2
2-Aug-07,2-Aug-07,,"Ma'amoun, Baghdad",bodies found,most shot and tortured,1,1
2-Aug-07,2-Aug-07,,"Qadisiya, Baghdad",bodies found,most shot and tortured,1,1
2-Aug-07,2-Aug-07,,"Khadraa, Baghdad",bodies found,most shot and tortured,1,1
2-Aug-07,2-Aug-07,,"Sleikh, Baghdad",bodies found,most shot and tortured,4,4
2-Aug-07,2-Aug-07,,"Karrada, Baghdad",bodies found,most shot and tortured,2,2
2-Aug-07,2-Aug-07,,"Qahira, Baghdad",bodies found,most shot and tortured,1,1
2-Aug-07,2-Aug-07,,"Ur, Baghdad",bodies found,most shot and tortured,1,1
2-Aug-07,2-Aug-07,,"Kasra Wa'atash, Baghdad",bodies found,most shot and tortured,1,1
2-Aug-07,2-Aug-07,,"Rashad, Baghdad",bodies found,most shot and tortured,1,1
2-Aug-07,2-Aug-07,,"Al-Ameen, Baghdad",bodies found,most shot and tortured,1,1
2-Aug-07,2-Aug-07,,"near the College of Agriculture, Abu Ghraib area","father and daughter driving over a crossway, hit by US convoy",collision with armoured vehicle,2,2
2-Aug-07,2-Aug-07,3:30 PM,Najaf,,improvised explosive device,3,3
2-Aug-07,2-Aug-07,8:30 AM,"Umm Qasr, Basra","group of (possibly FPS) employees kidnapped, three killed and two released","kidnapped, executed",3,3
2-Aug-07,2-Aug-07,2:25 PM,Basrah,Saddam Ibrahem Jabar Mohamed,9mm gunfire,1,1
2-Aug-07,2-Aug-07,10:00 PM,Basrah,"bodies of two men, 25 and 30, found shot in the head",9mm gunfire,2,2
2-Aug-07,2-Aug-07,11:35 AM,"Qadisiyah area, Diyala",,gunfire,1,1
2-Aug-07,2-Aug-07,1:00 PM,"Al Mafraq area, Diyala",,gunfire,5,5
2-Aug-07,2-Aug-07,12:21-1:26 PM,"Diyala River, near As Sindiyah Bridge, near Khalis",bodies found in the river,murdered,2,2
2-Aug-07,2-Aug-07,10:15 PM,"Al Sewyra area, Wasit",body found of Ali Abed Al Hasan,murdered,1,1
1-Aug-07,1-Aug-07,8:30 AM,"Al Nahda, Baghdad","Maj. Gen. Maher Nouri, senior traffic police officer",drive-by shooting,1,1
1-Aug-07,1-Aug-07,4:00 PM,"'7' Nisan, Falluja",police checkpoint,suicide truck bomb,2,2
1-Aug-07,1-Aug-07,PM,Balad,,mortar rounds,1,1
1-Aug-07,1-Aug-07,6:30 PM,"Saidiya, Baghdad",residential area hit,mortar shell,2,2
1-Aug-07,1-Aug-07,10:30 AM,"Al-Hurriya Square, Karrada, Baghdad",possibly Al Faqma ice-cream parlour or nearby petrol station,suicide car bomb,19,20
1-Aug-07,1-Aug-07,PM,"Madain, southeast of Baghdad",people killed in blown-up building,building blown up,3,3
1-Aug-07,1-Aug-07,2:05 PM,"Athororiyen market, Doura, Baghdad",Athoriyen market,car bomb,3,5
1-Aug-07,1-Aug-07,5:20 PM,"Kendi Street, al-Harthiya, Baghdad",,car bomb,3,3
1-Aug-07,1-Aug-07,5:00 PM,"Mamoun, Mansour, west Baghdad",police patrol,roadside bomb,1,1
1-Aug-07,1-Aug-07,2:00 PM,"Al Mansour petrol station, Mansour, west Baghdad",people queuing at petrol station,suicide fuel tanker bomb,49,50
1-Aug-07,1-Aug-07,,south of Kirkuk,National Union of Kurdistan member Saad Ibrahim,gunfire,1,1
1-Aug-07,1-Aug-07,,Kirkuk,convoy of Kirkuk's director of internal affairs,bombs,1,1
1-Aug-07,1-Aug-07,AM,northern Mosul,motorcade of police Brigadier-General Wathiq al-Hamdani,roadside bomb,4,4
1-Aug-07,1-Aug-07,,"Bekhtiari neighborhood, downtown Sulaimaniyah",bodies of a male and female student found,burnt to death,2,2
1-Aug-07,1-Aug-07,,"near the tunnel of the Fifth Bridge, Mosul","Akrem Abdul-Rahman, postgraduate student at the Faculty of Agriculture, Mosul University",gunfire,1,1
1-Aug-07,1-Aug-07,,"Amil, Baghdad",bodies found shot dead,"gunfire, executed",8,8
1-Aug-07,1-Aug-07,,"Bayaa, Baghdad",bodies found shot dead,"gunfire, executed",4,4
1-Aug-07,1-Aug-07,,"Saidiya, Baghdad",bodies found shot dead,"gunfire, executed",3,3
1-Aug-07,1-Aug-07,,"Hurriya, Baghdad",bodies found shot dead,"gunfire, executed",2,2
1-Aug-07,1-Aug-07,,"Elam, Baghdad",bodies found shot dead,"gunfire, executed",2,2
1-Aug-07,1-Aug-07,,"Sadr City, Baghdad",bodies found shot dead,"gunfire, executed",2,2
1-Aug-07,1-Aug-07,,"Ur, Baghdad",bodies found shot dead,"gunfire, executed",2,2
1-Aug-07,1-Aug-07,,"Nahdha, Baghdad",bodies found shot dead,"gunfire, executed",1,1
1-Aug-07,1-Aug-07,,"Karrada, Baghdad",bodies found shot dead,"gunfire, executed",1,1
1-Aug-07,1-Aug-07,9:45 AM,near Samarra,bongo truck approaching a cordon,US gunfire,2,2
1-Aug-07,1-Aug-07,10:00 AM,"Route Chevelle & ASR Santa Fe, Tall Afar","civilian vehicle that did not stop for warnings, driver in nearby car struck by ricochet",US gunfire,1,1
1-Aug-07,1-Aug-07,11:15 AM,Basrah,"body of an unidentified man found, about 60 years old, hands tied, blindfolded and shot in the head","9mm gunfire, executed",1,1
1-Aug-07,1-Aug-07,3:00 PM,Basrah,"body of an unidentified man found, aged 40-45, shot many times",gunfire,1,1
31-Jul-07,31-Jul-07,,"near Filis restaurant, Ramadan 14th Street, Mansour, west Baghdad",near bus stop and restaurant,roadside bomb,2,2
31-Jul-07,31-Jul-07,,"Haswa, near Iskandariyah",men found shot dead,"gunfire, executed",2,2
31-Jul-07,31-Jul-07,,Al-Huweija,teacher Karim Askar Hassan,gunfire,1,1
31-Jul-07,31-Jul-07,8:15 AM,"near Al-Karkh Hospital, Baghdad","Bahaa Naji Yaseen, engineer working on rebuilding of Sarafiya Bridge",drive-by shooting,1,1
31-Jul-07,31-Jul-07,,"Al Bayaa, south Baghdad",police patrol,gunfire,1,1
31-Jul-07,31-Jul-07,,Kut and Suwayra,"bodies found tortured, shot, in Tigris","gunfire, executed, tortured",6,6
31-Jul-07,31-Jul-07,,"Bayaa, south Baghdad",Shiite driver,gunfire,1,1
31-Jul-07,31-Jul-07,,"Nablus, Mosul",policeman in home,gunfire,1,1
31-Jul-07,31-Jul-07,,"Al-Sikek, Mosul",policeman in home,gunfire,1,1
31-Jul-07,31-Jul-07,,"Wafaa, south Karbala","Major Amin Raed Hamid, former air force pilot",gunfire,1,1
31-Jul-07,31-Jul-07,,west Baghdad,teacher,gunfire,1,1
30-Jul-07,31-Jul-07,,"al-Makhazen, south Karbala","kidnapped police translator, Ameen Giyad",executed,1,1
31-Jul-07,31-Jul-07,,near Samarra,police patrol,roadside bomb,2,2
1-Jul-07,31-Jul-07,,Karbala governorate,additional assassinations in July 2007,,7,7
31-Jul-07,31-Jul-07,,"Mahmoudiyah, Baghdad",bodies found blindfolded and handcuffed,"gunfire, tortured, executed",2,2
31-Jul-07,31-Jul-07,,"Yarmouk, Baghdad",bodies found blindfolded and handcuffed,"gunfire, tortured, executed",1,1
31-Jul-07,31-Jul-07,,"Bayaa, Baghdad",bodies found blindfolded and handcuffed,"gunfire, tortured, executed",2,2
31-Jul-07,31-Jul-07,,"Amil, Baghdad",bodies found blindfolded and handcuffed,"gunfire, tortured, executed",3,3
31-Jul-07,31-Jul-07,,"Saidiyah, Baghdad",bodies found blindfolded and handcuffed,"gunfire, tortured, executed",3,3
31-Jul-07,31-Jul-07,,"Mansour, Baghdad",bodies found blindfolded and handcuffed,"gunfire, tortured, executed",1,1
31-Jul-07,31-Jul-07,,"Doura, Baghdad",bodies found blindfolded and handcuffed,"gunfire, tortured, executed",3,3
31-Jul-07,31-Jul-07,,"Jihad, Baghdad",bodies found blindfolded and handcuffed,"gunfire, tortured, executed",2,2
31-Jul-07,31-Jul-07,,"Karrada, Baghdad",bodies found blindfolded and handcuffed,"gunfire, tortured, executed",1,1
31-Jul-07,31-Jul-07,,"Camp Sara, Baghdad",bodies found blindfolded and handcuffed,"gunfire, tortured, executed",1,1
31-Jul-07,31-Jul-07,4:50 PM,Al-Khalis area,bodies of men found,-,2,2
31-Jul-07,31-Jul-07,5:35 AM - 2:30 PM,"Camp Remembrance II, Camp Cropper, west Baghdad","detainee Emad Wasmee Ahmed, dead from 'multiple blunt force injuries'",beaten,1,1
31-Jul-07,31-Jul-07,10:30 AM,Basrah,"Adman Faris Mahdi Al Bazooni, shot three times in the head by unknown gunmen",gunfire,1,1
29-Jul-07,30-Jul-07,,"Al-Mahhobia, near Khan Bani Saad","Sunni al-Mejamea tribe members in village, many also kidnapped",gunfire,20,20
30-Jul-07,30-Jul-07,1:00 PM,"Tayaran Square, Baghdad",people near bus stop,bomb in minibus,6,6
30-Jul-07,30-Jul-07,8:45 AM,"Al-Shorja, Kirkuk","Shonem Hussein, woman teacher",gunfire,1,1
30-Jul-07,30-Jul-07,PM,"Al-Borsa, west Mosul","Mohammed Tahir Qasim al-Rifa'i, Assistant Director of the Elections Commission in Mosul",gunfire,1,1
30-Jul-07,30-Jul-07,11:40 AM,"Al-Ateeba Street, Hawija",brothers Mohammad  and Saad Ghadban,drive-by shooting,2,2
30-Jul-07,30-Jul-07,1:20 PM,Hawija,"Hassan Ahmad Ghadban, headman of Saray district, Hawija",drive-by shooting,1,1
30-Jul-07,30-Jul-07,,Iskandariya,,drive-by shooting,2,2
30-Jul-07,30-Jul-07,,south of Baghdad,,mortar rounds,1,1
30-Jul-07,30-Jul-07,,"al-Shohadaa, northeast Kut",policeman Haydar Abad Zhayyab,gunfire,1,1
30-Jul-07,30-Jul-07,,Diwaniya,policemen,gunfire,2,2
30-Jul-07,30-Jul-07,,"Nuab al-Dhubbat, north Falluja",,mortar rounds,1,1
30-Jul-07,30-Jul-07,,"Karama area, eastern Mosul",body of a taxi driver found,,1,1
30-Jul-07,30-Jul-07,,"Kadhemiya, Baghdad",bodies found shot dead,"gunfire, executed",5,5
30-Jul-07,30-Jul-07,,"Jeafir, Baghdad",bodies found shot dead,"gunfire, executed",3,3
30-Jul-07,30-Jul-07,,"Shuala, Baghdad",bodies found shot dead,"gunfire, executed",3,3
30-Jul-07,30-Jul-07,,"Yarmouk, Baghdad",bodies found shot dead,"gunfire, executed",2,2
30-Jul-07,30-Jul-07,,"Bayaa, Baghdad",bodies found shot dead,"gunfire, executed",2,2
