Start Date,End Date,Time,Location,Target,Weapons,Reported_Minimum,Reported_Maximum
30-Jul-07,30-Jul-07,,"Doura, Baghdad",bodies found shot dead,"gunfire, executed",2,2
30-Jul-07,30-Jul-07,,"Mansour, Baghdad",bodies found shot dead,"gunfire, executed",1,1
30-Jul-07,30-Jul-07,,"Sadr City, Baghdad",bodies found shot dead,"gunfire, executed",2,2
30-Jul-07,30-Jul-07,,"Shaab, Baghdad",bodies found shot dead,"gunfire, executed",2,2
30-Jul-07,30-Jul-07,,"Palestine Street, Baghdad",bodies found shot dead,"gunfire, executed",1,1
30-Jul-07,30-Jul-07,,"Ur, Baghdad",bodies found shot dead,"gunfire, executed",2,2
30-Jul-07,30-Jul-07,4:30 AM,"Nadeem village, near Nassir factory, Taji area, north of Baghdad",house hit,helicopter,4,4
30-Jul-07,30-Jul-07,1:15 AM,Basrah,unidentified body found shot multiple times,gunfire,1,1
30-Jul-07,30-Jul-07,7:40 AM,Basrah,"Fadhel Kadhem Mohamad Allawy, a petrochemical company employee and part-time barber",gunfire,1,1
30-Jul-07,30-Jul-07,8:40 AM,Basrah,"Nadhem Abdul Hakeem Khalel Al Halfi, shot in the head",rifle,1,1
30-Jul-07,30-Jul-07,12:00 PM,Basrah,body of policeman Haydar Abdalsayed Abed Ali Alnaaem found shot many times in the head and chest,gunfire,1,1
30-Jul-07,30-Jul-07,4:00 PM,Basrah,"Iraqi Hezbollah Party member Hussairi Ali Nasser Al Maleki, shot two times in the head and chest",7.62mm gunfire,1,1
30-Jul-07,30-Jul-07,6:00 PM,Basrah,"body of Saeed Khafed Abdul Razak Al Katrani found in his vehicle, shot three times",7.62mm gunfire,1,1
29-Jul-07,29-Jul-07,,Baghdad,bodies found,-,17,17
29-Jul-07,29-Jul-07,PM,"Sayed Ghareeb, near Balad",joint army/police checkpoint,suicide fuel truck bomb,4,4
29-Jul-07,29-Jul-07,,Balad,police checkpoint,car bomb,1,1
29-Jul-07,29-Jul-07,,"Karkh, west Baghdad","clashes between Iraqi police or army and gunmen, civilians killed",gunfire,2,2
29-Jul-07,29-Jul-07,,Baghdad,people killed by celebratory gunfire after football win,celebratory gunfire,2,2
29-Jul-07,29-Jul-07,,Balad,house hit by mortar rounds,mortar rounds,6,6
29-Jul-07,29-Jul-07,,"near Al-Mesbah intersection, central Baghdad",French ambassador's residence,mortar rounds,1,1
29-Jul-07,29-Jul-07,,Iskandariya,fighting between Sunni and Shiite tribes,gunfire,0,3
29-Jul-07,29-Jul-07,AM,"Bahbasa, near Wajihiya",village,gunfire,5,5
29-Jul-07,29-Jul-07,,Bahruz,market hit,roadside bombs,1,1
29-Jul-07,29-Jul-07,,Falluja,ambulance carrying a patient and escort,gunfire,1,1
29-Jul-07,29-Jul-07,,"al-Shurta, central Falluja",police patrol,gunfire,1,1
29-Jul-07,29-Jul-07,,near Balad,body found,-,1,1
29-Jul-07,29-Jul-07,,Behrz,policeman,gunfire,1,1
29-Jul-07,29-Jul-07,12:00 PM,Behrz,people in cafe,gunfire,1,1
29-Jul-07,29-Jul-07,,Basra,body of Lazim Jauda Alsari found shot dead,gunfire,1,1
29-Jul-07,29-Jul-07,9:51 AM,12.5km SE of Anah,"body 'discovered under a bridge blind folded, and shot once in the back of the head'","gunfire, executed",1,1
29-Jul-07,29-Jul-07,8:20 AM,Basrah,Bassam Abdalhafez Ahmed Al Getrany,AK-47 Kalashnikov rifle,1,1
29-Jul-07,29-Jul-07,10:45 PM,Basrah,"unidentified body found handcuffed, blindfolded and shot multiple times","gunfire, executed",1,1
28-Jul-07,28-Jul-07,,"Utayfiya, Baghdad","Adnan al-Safi, chairman of the Islamic Journalism Society",sniper fire,1,1
28-Jul-07,28-Jul-07,12:00 PM,"Fifth Bridge, Mosul",police checkpoint,gunfire,2,2
28-Jul-07,28-Jul-07,PM,"Yankeja, near Tuz Khurmato",home of Turkman leader,gunfire,7,7
28-Jul-07,28-Jul-07,12:15 PM,"Uqba bin Nafia Square, Karrada, Baghdad",,car bomb,5,5
28-Jul-07,28-Jul-07,8:00 PM,central Falluja,police checkpoint,gunfire,1,1
28-Jul-07,28-Jul-07,,"near al-Sidda , northwest Hilla",family home,roadside bomb,2,2
28-Jul-07,28-Jul-07,AM,Muqdadiya,civilian car passing a US patrol,US gunfire,1,1
28-Jul-07,28-Jul-07,AM,"Mualimeen, central Falluja",policeman,gunfire,1,1
28-Jul-07,28-Jul-07,AM,"Elheb, Garma",head of polilceman found,found beheaded,1,1
28-Jul-07,28-Jul-07,4:30 PM,"Adhamiya, Baghdad",police,sniper fire,2,2
28-Jul-07,28-Jul-07,,"Kadhimiya, Baghdad",bodies found shot dead,"gunfire, executed",3,3
28-Jul-07,28-Jul-07,,"Amil, Baghdad",bodies found shot dead,"gunfire, executed",3,3
28-Jul-07,28-Jul-07,,"Bayaa, Baghdad",bodies found shot dead,"gunfire, executed",2,2
28-Jul-07,28-Jul-07,,"Shulaa, Baghdad",bodies  found shot dead,"gunfire, executed",2,2
28-Jul-07,28-Jul-07,,"Ghazaliya, Baghdad",bodies found shot dead,"gunfire, executed",2,2
28-Jul-07,28-Jul-07,,"Qadisiya, Baghdad",bodies found shot dead,"gunfire, executed",1,1
28-Jul-07,28-Jul-07,,"Doura, Baghdad",bodies found shot dead,"gunfire, executed",1,1
28-Jul-07,28-Jul-07,,"Amiriya, Baghdad",bodies found shot dead,"gunfire, executed",1,1
28-Jul-07,28-Jul-07,,"Risala, Baghdad",bodies found shot dead,"gunfire, executed",1,1
28-Jul-07,28-Jul-07,,"Huriyaa, Baghdad",bodies found shot dead,"gunfire, executed",1,1
28-Jul-07,28-Jul-07,,"Zafaraniya, Baghdad",bodies found shot dead,"gunfire, executed",2,2
28-Jul-07,28-Jul-07,,"Shaab, Baghdad",bodies found shot dead,"gunfire, executed",1,1
27-Jul-07,28-Jul-07,9:50 PM - 12:05 AM,"Hussan Street area, Basrah",Judiciary Police vehicle,gunfire,3,3
27-Jul-07,28-Jul-07,12:05 AM,"Al Asdiqa/Al Sudaqa area, Basrah",body found of Faiz Galib Zueibil,"tortured, executed",1,1
28-Jul-07,28-Jul-07,11:00 AM,"Abu Khaseb area, Basrah",Jassem Mohamed Yassin,gunfire,1,1
28-Jul-07,28-Jul-07,3:15 PM,"Zubayr, Basra",Basra Police Directorate employee Kamel Shboot Mokarkash Al Maryanni,gunfire,1,1
28-Jul-07,28-Jul-07,3:20 PM,Basra,policeman Muhammad Abed Al Kazim Matar,gunfire,1,1
28-Jul-07,28-Jul-07,11:00 PM,Basrah,body of Tallal Fadel Naser found shot in the head,gunfire,1,1
27-Jul-07,27-Jul-07,11:00 AM,"Saidiya, Baghdad",engineer Adeeb Abdul Salam and his wife,gunfire,2,2
27-Jul-07,27-Jul-07,AM,"al-Orouba, central Kirkuk",house hit,Katyusha rockets,2,2
27-Jul-07,27-Jul-07,,Iskandariya,,drive-by shooting,1,1
27-Jul-07,27-Jul-07,,Mussayab,,roadside bomb,2,2
27-Jul-07,27-Jul-07,,Iskandariya,,roadside bomb,1,1
27-Jul-07,27-Jul-07,PM,Basra,"Hussam al Nahi, chairman of Basra lawyers' union",gunfire,1,1
27-Jul-07,27-Jul-07,,"Al-Zuhur, north Mosul","clashes between police and gunmen, civilians killed in crossfire",gunfire,2,2
27-Jul-07,27-Jul-07,PM,"Al Mualmenn, Muqdadiya",family in pick-up truck hit,roadside bomb,1,1
27-Jul-07,27-Jul-07,10:00 AM,"Saidiya, Baghdad",police checkpoint,"car  of freed hostage, filled with explosives, hostage killed",1,1
27-Jul-07,27-Jul-07,1:30-4:00 AM,"Al-Askari, Kerbala",clashes between US/Iraqi forces and Mehdi militia,"machine-gunfire, rocket-propelled grenades, US helicopter fire",6,6
27-Jul-07,27-Jul-07,PM,"found near Muhbabiya, Diyala","villagers, including women, children and elderly","gunfire, executed",17,17
27-Jul-07,27-Jul-07,4:00 PM,"Al-Hadra, Anbar",policeman,sniper fire,1,1
27-Jul-07,27-Jul-07,PM,"al-Sukar, north Mosul",police vehicle,gunfire,2,2
27-Jul-07,27-Jul-07,,Mahmudiya,,mortar bombs,1,1
27-Jul-07,27-Jul-07,,Samarra,civilians following roadside bomb attack on police commando patrol,gunfire,3,3
26-Jul-07,27-Jul-07,,Mosul,bodies of kidnapped female workers found,-,5,5
27-Jul-07,27-Jul-07,,Buhruz,,gunfire,1,1
27-Jul-07,27-Jul-07,,Baqouba,body found,-,1,1
27-Jul-07,27-Jul-07,,Al Muqdadiyah,bodies found,-,2,2
27-Jul-07,27-Jul-07,,"Sleikh, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
27-Jul-07,27-Jul-07,,"Mashtal, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
27-Jul-07,27-Jul-07,,"Amil, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",2,2
27-Jul-07,27-Jul-07,,"Saidiyah, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
27-Jul-07,27-Jul-07,,"Bayaa, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",2,2
27-Jul-07,27-Jul-07,6:30 PM,Al-Mahawil,home of Karaar Kazem Salman,bomb in house,2,2
27-Jul-07,27-Jul-07,5:12 PM,1km west of Hadithah,'CIVs were attacked with an IED',improvised explosive device,1,2
26-Jul-07,27-Jul-07,8:00 AM,Basrah,"body of Hussain Ali Sheteigh Al Aubadi found behind a police station, shot many times",gunfire,1,1
27-Jul-07,27-Jul-07,7:15 AM,"near Al Jinabi Garage, Basrah",body found of Jabbar Mohammed Gassem Mohammed,murdered,1,1
27-Jul-07,27-Jul-07,10:30 PM,"Al Zubar area, Basrah",bodies found of Wasam Lefta Fadhil and Salam Lefta Fadhil,murdered,2,2
26-Jul-07,26-Jul-07,,"Tal Abta, west of Mosul",,mortar rounds,1,1
26-Jul-07,26-Jul-07,5:30 PM,"Al-Jumhuriyah Street, Kirkuk",market,car bomb,5,7
26-Jul-07,26-Jul-07,6:30 PM,"Saba Qsour intersection, Karrada, Baghdad",market,truck bomb,92,92
26-Jul-07,26-Jul-07,PM,"Al-Tahariyat Square, Karrada, Baghdad","Abdul Satar Abdul Jabar, Ministry of Housing official",gunfire,1,1
26-Jul-07,26-Jul-07,,"Rabiaa, northwest of Mosul",police checkpoint,"grenades, machine-gun fire",3,3
26-Jul-07,26-Jul-07,11:00 AM,"Tal Abta, west of Mosul",police checkpoint,suicide bomber,6,6
26-Jul-07,26-Jul-07,,east Baghdad,,mortar round,1,1
26-Jul-07,26-Jul-07,11:30 AM,"Wafa, north Najaf","Kazim Jabir al-Bidairi, aide to al-Sistani",drive-by shooting,1,1
26-Jul-07,26-Jul-07,7:30 AM or PM,"Jumhuriya, central Falluja",bus hit,roadside bomb,3,3
24-Jul-07,26-Jul-07,,Diwaniya,police intelligence officer First Lieutenant Amer Adnan,gunfire,1,1
26-Jul-07,26-Jul-07,,Latifiya,bodies  found shot dead,"gunfire, executed",2,2
26-Jul-07,26-Jul-07,1:00 PM,"Bayaa, south Baghdad",,roadside bomb,4,4
26-Jul-07,26-Jul-07,,"Bayaa, Baghdad",bodies found shot dead,"gunfire, executed",3,3
26-Jul-07,26-Jul-07,,"Al-Iskan, Baghdad",bodies found shot dead,"gunfire, executed",2,2
26-Jul-07,26-Jul-07,,"Kadhemiyah, Baghdad",bodies found shot dead,"gunfire, executed",1,1
26-Jul-07,26-Jul-07,,"Al-Saidiyah, Baghdad",bodies found shot dead,"gunfire, executed",2,2
26-Jul-07,26-Jul-07,,"Al-Dora, Baghdad",bodies found shot dead,"gunfire, executed",2,2
26-Jul-07,26-Jul-07,,"Al-Aamel, Baghdad",bodies found shot dead,"gunfire, executed",3,3
26-Jul-07,26-Jul-07,,"Al-Jihad, Baghdad",bodies found shot dead,"gunfire, executed",1,1
26-Jul-07,26-Jul-07,,"al-Waziriyah, Baghdad",bodies found shot dead,"gunfire, executed",1,1
26-Jul-07,26-Jul-07,,"Sulaikh, Baghdad",bodies found shot dead,"gunfire, executed",1,1
26-Jul-07,26-Jul-07,,"Al-Kamaliyah, Baghdad",bodies found shot dead,"gunfire, executed",1,1
26-Jul-07,26-Jul-07,,"Bab al-Muadham, Baghdad",bodies found shot dead,"gunfire, executed",1,1
26-Jul-07,26-Jul-07,,"Sadr City, Baghdad",bodies found shot dead,"gunfire, executed",1,1
26-Jul-07,26-Jul-07,,"Rasafa, eastern side of Baghdad",bodies found shot dead,"gunfire, executed",1,1
24-Jul-07,26-Jul-07,,"Camp Bucca, Basrah","detainee assaulted, transported to the 28th CSH in Balad and dies during treatment on 26 July","stabbed, beaten, heart attack",1,1
25-Jul-07,26-Jul-07,8:45 AM,"Al Hakemya, Basrah","body of Salyma Mohamed Radey, found near a cemetery near her house, shot three times in the head",9mm gunfire,1,1
26-Jul-07,26-Jul-07,7:30 PM,"Al Zubayr area, Basrah","Ahmed Badir Taha Yasseen, shot 14 times by unknown gunmen",9mm gunfire,1,1
26-Jul-07,26-Jul-07,10:23 AM,Tal Afar,"Abduul Gahni Ibrahim Muhamed shot, died of wounds at Tal Afar Hospital",drive-by shooting,1,1
25-Jul-07,25-Jul-07,6:30 PM,"Mansour, west Baghdad",people celebrating football win,suicide car bomb,29,30
25-Jul-07,25-Jul-07,7:10 PM,"Nr. Maisalon Square, Ghadeer/Zayuna, east Baghdad",people celebrating football win or Iraqi army checkpoint,suicide car bomb,14,15
25-Jul-07,25-Jul-07,,Baghdad,"random gunfire, some celebratory",gunfire,2,3
25-Jul-07,25-Jul-07,7:30 AM,'near the Technical Institution (15 km east of Karbala)',"motorcade of Brig. Raed Shakir Jaudat, Kerbala police chief",roadside bomb,3,3
25-Jul-07,25-Jul-07,,"Al-Jumhuriyah and Ra's al-Jadah, west Mosul",,mortar rounds,1,1
25-Jul-07,25-Jul-07,,Iskandariya,bodies found,-,5,5
25-Jul-07,25-Jul-07,,"Ja'arra, Mada'in",family in home,gunfire,2,2
25-Jul-07,25-Jul-07,4:00 PM,"Shaab, Baghdad",people in car,bomb in car,3,3
24-Jul-07,25-Jul-07,,"Sadr City, Baghdad",raids by US/Iraqi forces on homes,"gunfire, US air fire",6,6
25-Jul-07,25-Jul-07,12:00 PM,south Kirkuk,farmers,drive-by shooting,2,2
25-Jul-07,25-Jul-07,,Saadiyah,relatives of Turkmen Front official in Himreen,found beheaded,4,4
25-Jul-07,25-Jul-07,,"Bayaa, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",5,5
25-Jul-07,25-Jul-07,,"Amil, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",3,3
25-Jul-07,25-Jul-07,,"Saidiyah, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,3
25-Jul-07,25-Jul-07,,"Shoala, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",2,2
25-Jul-07,25-Jul-07,,"Elam, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",2,2
25-Jul-07,25-Jul-07,,"Sleikh, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",2,2
25-Jul-07,25-Jul-07,,"Amin, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
25-Jul-07,25-Jul-07,,"Saydia, Baghdad","Jbouri family, mother and uncle each shot three times in the head","gunfire, executed",2,2
25-Jul-07,25-Jul-07,5:30-6:50 PM,"Five Points intersection, Ibrahim Bin Ali area, east of Fallujah","children hit by return fire during a firefight, one dies on scene, the other at 28th CSH",US gunfire,2,2
25-Jul-07,25-Jul-07,5:40 PM,Ad Diwaniyah,unidentified body found by Iraqi Police,arson?,1,1
25-Jul-07,25-Jul-07,9:00 AM,Basrah,body found of Neibal Yassen Gaeer Al Radwaany,murdered,1,1
25-Jul-07,25-Jul-07,7:00 PM,east of Duluiyah,body of Hassan Ebrahim Mohomed from Al-Sawod area found by Iraqi soldiers,gunfire,1,1
24-Jul-07,24-Jul-07,PM,"Gatoon, west Baquba",heads of 3 men and 5 other bodies,3 decapitated,8,8
24-Jul-07,24-Jul-07,AM,"Sadr Hospital, Basra",Sadr Hospital,mortar rounds,3,3
24-Jul-07,24-Jul-07,9:00 AM,"Bab al-Mashad, Hilla","police patrol in market, near maternity hospital",suicide truck bomb,31,32
24-Jul-07,24-Jul-07,,"Zayouna, Baghdad",police patrol,roadside bomb,1,1
24-Jul-07,24-Jul-07,,"al-Husseina, north Baghdad",houses and stores hit,missiles,1,1
24-Jul-07,24-Jul-07,,"Saydiya, Baghdad",homes hit,rocket shells,2,2
24-Jul-07,24-Jul-07,,"Kirkuk-Hawija road, Hawija",body found of former council member Salman Alwash,"kidnapped, gunfire, executed",1,1
24-Jul-07,24-Jul-07,,"Izzi district, Al Muqdadiyah","man killed, wife injured",mortar shell,1,1
24-Jul-07,24-Jul-07,,"Qadisiya district, Mosul",bodies found,,2,2
24-Jul-07,24-Jul-07,,"Doura, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",3,3
24-Jul-07,24-Jul-07,,"Bayaa, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",4,4
24-Jul-07,24-Jul-07,,"Qadisiyah, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
24-Jul-07,24-Jul-07,,"Ameriya, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
24-Jul-07,24-Jul-07,,"Hurriyah, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",2,2
24-Jul-07,24-Jul-07,,"Amil, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",3,3
24-Jul-07,24-Jul-07,,"Sleikh, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",3,3
24-Jul-07,24-Jul-07,,"Kadhemiya, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
24-Jul-07,24-Jul-07,,Baghdad,"bodies found shot, tortured","gunfire, executed, tortured",6,6
24-Jul-07,24-Jul-07,10:25 AM,"Hay Al Ressalah, Basra",body of Evan Yassien Al Redwan found hanged inside her house,hanged,1,1
23-Jul-07,24-Jul-07,11:00 AM - 1:30 PM,"MSR Tampa, near Al Hamra gas station, Tikrit","Amjad Fadel Waheeb Al Bayatti, while driving home to Al Sequor",drive-by shooting,1,1
24-Jul-07,24-Jul-07,PM,"Muhatta, south of Balad",body of Firas Hadi Shamel Al Quuisi found in his taxi,gunfire,1,1
24-Jul-07,24-Jul-07,2:50 PM,"Al Dajeel area, Salah Aldin",'AIF exchanged fire with tribes men',gunfire,1,1
23-Jul-07,23-Jul-07,11:30 AM,"Wathiq Square, Karrada, Baghdad",police patrol,car bomb,2,3
23-Jul-07,23-Jul-07,10:20 AM,"Karrada, Baghdad",police patrol and market,car bombs,12,12
23-Jul-07,23-Jul-07,PM,"Mohammad al-Qassim Bridge, nearAl-Nahdha Square,Waziriya, east Baghdad",vehicle carrying Oil Ministry guards,drive-by shooting,2,2
23-Jul-07,23-Jul-07,,"Al-Shaheed checkpoint, near Ramadi",police,"suicide bomber, possibly female",2,2
23-Jul-07,23-Jul-07,,"Imam Wes, near Khanaqin, near Iranian border",drivers or guards from truck convoy,gunfire,5,5
23-Jul-07,23-Jul-07,8:00 AM,"Kifah Street, Bab al-Muatham/Fadhel, Baghdad",,bomb in minibus,1,1
23-Jul-07,23-Jul-07,2:10 PM,"near Sirwan restaurant, Karradat Maryam, Baghdad",,car bomb,4,4
23-Jul-07,23-Jul-07,,"Hashimiya courthouse, 30km south of Hilla","lawyer Zaydan al-Shammari, while leaving Hashimiya courthouse",drive-by shooting,1,1
23-Jul-07,23-Jul-07,,"north of Ba'aj, Mosul",police patrol,gunfire,1,1
23-Jul-07,23-Jul-07,,"Wadi Iqab, western Mosul",body found,"gunfire, executed",1,1
23-Jul-07,23-Jul-07,,"Al-Bakr, east Mosul",policeman Taha Younis Khurdhr,gunfire,1,1
23-Jul-07,23-Jul-07,,"Al-Sukker district, northern Mosul","Farah Emad Ahmed, wife of a policeman",gunfire,1,1
23-Jul-07,23-Jul-07,,"Tall Al-Rumman, south Mosul","Iraqi army patrol, civilian killed",roadside bomb,1,1
23-Jul-07,23-Jul-07,,"Al-Saydiyah, southwest Baghdad",wife of man in jail,gunfire,1,1
23-Jul-07,23-Jul-07,AM,"Al-Wahda, southeast Baghdad",exploded near a football field,roadside bomb,1,1
23-Jul-07,23-Jul-07,,"Suq Al-Shiyoukh, southeast of Nasiriya","police station, nearby house hit",mortar shell,1,1
23-Jul-07,23-Jul-07,,Hilla,,roadside bomb,1,1
23-Jul-07,23-Jul-07,,Hawija,,drive-by shooting,1,1
23-Jul-07,23-Jul-07,4:30 PM,"Al Aswad, Khalis",minibus at fake checkpoint,gunfire,2,2
23-Jul-07,23-Jul-07,,Bani Saad,body of man found shot dead,"gunfire, executed",1,1
23-Jul-07,23-Jul-07,1:15 PM,Muqdadiyah,patrol of electricity directorate workers,gunfire,1,1
23-Jul-07,23-Jul-07,AM,"Al Arbajiyah, east Mosul",,gunfire,2,2
23-Jul-07,23-Jul-07,AM,"Al Faisaliyah, east Mosul",Kurdistan Democratic Party  members,mortar shells,3,3
22-Jul-07,23-Jul-07,12:00-1:30 PM,"near Engaana CP, south of Tooz",bodies found of three Shia Arabs from the Domies neighborhood in Kirkuk,murdered,3,3
23-Jul-07,23-Jul-07,PM,Khalidiya,police patrol,gunfire,1,1
23-Jul-07,23-Jul-07,,"Al Salman area, south of Samawa","body found on the main road leading to the Saudi border, identified as a resident of Babel",,1,1
23-Jul-07,23-Jul-07,,"Asri district, Muqdadiya","house of Muqdadiya mayor Najim Al-Harbi, bodyguard killed",gunfire,1,1
23-Jul-07,23-Jul-07,,"Amil, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",9,9
23-Jul-07,23-Jul-07,,"Saidiyah, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",3,3
23-Jul-07,23-Jul-07,,"Qadisiyah, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",2,2
23-Jul-07,23-Jul-07,,"Bayaa, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",2,2
23-Jul-07,23-Jul-07,,"Doura, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
23-Jul-07,23-Jul-07,,"Mansour, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",1,1
23-Jul-07,23-Jul-07,,"Sleikh, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",2,2
23-Jul-07,23-Jul-07,,"Sadr City, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",2,2
23-Jul-07,23-Jul-07,,"Kamaliyah, Baghdad","bodies found shot, tortured","gunfire, executed, tortured",2,2
23-Jul-07,23-Jul-07,7:35 PM,"Shakarat, north of Al-Muqdadiya",Wedad å_Abbas Hassan,drive-by shooting,1,1
23-Jul-07,23-Jul-07,9:10 AM,"Qud'aa Al Qurnah area, Basrah",Osman Ali Hassan,gunfire,1,1
23-Jul-07,23-Jul-07,11:00 PM,"south of Tuz Khurmato, Salah Ad Din",unidentified body found by police,murdered,1,1
22-Jul-07,22-Jul-07,,Iskandariya,"men found tortured, shot dead","gunfire, executed, tortured",3,3
22-Jul-07,22-Jul-07,PM,Iskandariya,policeman,gunfire,1,1
22-Jul-07,22-Jul-07,PM,Iskandariya,man and wife in car,drive-by shooting,1,1
22-Jul-07,22-Jul-07,11:00 AM -12:30 PM,"Jurf al Milah, near Taji",Sunni tribal leaders,suicide truck bomb,5,6
22-Jul-07,22-Jul-07,,"near Muthanna Airport, Baghdad",,gunfire,1,1
22-Jul-07,22-Jul-07,4:00 PM,"near Al Khulani Square, Baghdad",,motorcycle bomb,2,2
22-Jul-07,22-Jul-07,,"Amin, Baghdad",,roadside bomb,1,1
21-Jul-07,22-Jul-07,,"Shurta Rabiaa, southwest Baghdad","kidnapped policeman, Ahmad Saadi","gunfire, executed",1,1
22-Jul-07,22-Jul-07,,"Bab al-Sharji, Baghdad",residential area hit,mortar rounds,1,1
22-Jul-07,22-Jul-07,AM,"Ur, Baghdad",Brigadier Falah Khalaf of the Iraqi National Police,"abducted, found shot dead in his car",1,1
22-Jul-07,22-Jul-07,PM,Amara,"former Baath Party member, in a fish market",gunfire,1,1
22-Jul-07,22-Jul-07,,"Basra market, al-Binaa al-Jahiz, south Karbala province",polilcemen,drive-by shooting,1,1
21-Jul-07,22-Jul-07,overnight,Iskandariya,"police patrol, ensuing fire exchange",gunfire,1,1
22-Jul-07,22-Jul-07,,Iskandariya,,mortar rounds,2,2
